Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
204.8412446975708	0	-163.58281571353632	-8.986441171980282	65.19433521373954	-41.49932512440473	-338.5767252976414	20.0	0.0	1020	10020	-198.35126828671574	-9.774174324522637
347.18168020248413	1	-168.62378563567233	-9.15598111453486	63.816896934353146	-38.32244478428347	-358.9429166164098	20.0	0.0	1020	20040	-182.10527999609087	-9.702205900795764
474.27451252937317	2	-163.7033066835291	-8.483867252593106	64.394421971342	-42.68759183752554	-325.9761651099267	20.0	0.0	1020	30060	-176.0492523966424	-8.859534333220392
584.2914094924927	3	-161.69922099534787	-8.517255318952099	62.818884292089386	-27.741995521460233	-328.5788000807447	20.0	0.0	1020	40080	-148.05496242086585	-7.146414863879251
704.4771203994751	4	-163.92072097315727	-8.222881315708955	63.59087127376726	-38.53001783161402	-375.7200731305009	20.0	0.0	1020	50100	-163.3933457630281	-8.630874783154727
820.824093580246	5	-156.2252540109029	-7.732243464134225	63.24237728004362	-25.36314212767157	-347.7125155605555	20.0	0.0	1020	60120	-158.14810493127806	-7.7884252623698575
928.6418676376343	6	-158.52028621033648	-7.763317246524793	65.24793628584213	-31.81162991302666	-397.519050609672	20.0	0.0	1020	70140	-151.00381777748828	-7.305921645210725
1049.0679364204407	7	-144.89369864172758	-7.096485714052592	64.44645723754925	-36.00567396011463	-353.92876506375444	20.0	0.0	1020	80160	-157.23970936433741	-6.793827504584408
1154.4901149272919	8	-143.37404837558083	-6.822623225439866	61.63753928437179	-26.903001954916622	-315.9186601188301	20.0	0.0	1020	90180	-146.99838703620514	-6.953185417793395
1266.23841714859	9	-149.9156419359572	-6.927508685435822	61.07952399575895	-32.38511529008029	-326.0983937252325	20.0	0.0	1020	100200	-130.356207267505	-6.212406625008107
1382.9573948383331	10	-146.26298134092124	-6.571707388057415	61.54943707562013	-23.006150880405368	-363.26297281556486	20.0	0.0	1020	110220	-123.05297983551166	-5.204280360989319
1486.91246175766	11	-138.33514844709046	-6.175995624983346	61.88482628116917	-28.088632953574933	-291.06890825005166	20.0	0.0	1020	120240	-151.15611996889243	-6.419736044301513
1601.7803888320923	12	-148.0031755493687	-6.370114542647686	63.19630886983058	-30.83708632561596	-333.2158006059564	20.0	0.0	1020	130260	-140.05285583785215	-5.877498858460417
1708.5389943122864	13	-132.30480859119925	-5.684670321780206	58.90630095085793	-20.934812218575235	-330.2918285038229	20.0	0.0	1020	140280	-126.1834099705223	-5.43909662033491
1823.4617755413055	14	-131.42830210225878	-5.594825069082383	63.04595601695535	-25.483774952307364	-354.2899990968109	20.0	0.0	1020	150300	-135.5491999391728	-5.155270381889841
1929.7935245037079	15	-136.82948412774226	-5.916334125987037	63.483790599080734	-19.3985226126488	-339.00954263147287	20.0	0.0	1020	160320	-145.57390780432695	-5.720414499738123
2040.9503698349	16	-123.2298011217616	-5.243890998698299	59.21967106961032	-19.53703522936041	-378.18840228058883	20.0	0.0	1020	170340	-116.88164132538678	-4.567944509799527
2147.8286561965942	17	-122.38689641640507	-4.888223796990395	62.52462185830929	-22.02112842465083	-325.6754596277348	20.0	0.0	1020	180360	-129.78797469272115	-4.606609109967091
2258.2773978710175	18	-113.96970568501565	-4.65445354333149	57.83823926964783	-22.468975612044122	-351.92477079101087	20.0	0.0	1020	190380	-104.74848451094213	-3.8676697064610295
2365.6543498039246	19	-117.8267383712173	-4.892034433381866	59.976866100542644	-16.67344919797191	-342.53843636984317	20.0	0.0	1020	200400	-132.9464384616997	-5.074469030033144
2471.920381307602	20	-107.22501115805672	-4.401056094099677	54.779198213864056	-19.756887251331456	-302.28278536835893	20.0	0.0	1020	210420	-110.54228401008169	-4.562622641050261
2552.008157014847	21	-115.02412499630049	-4.547627515078911	56.38511655309144	-25.728536568563104	-343.98294857106083	20.0	0.0	1020	220440	-104.97070992667392	-3.8157535863568284
2626.828820705414	22	-108.958237776512	-4.540442771323913	52.8639982641047	-27.197750079558094	-334.70129345935595	20.0	0.0	1020	230460	-102.83469406383297	-3.8161325871454417
2698.203113794327	23	-105.80227413951174	-4.3002754797607405	51.40319073352985	-18.370298796267708	-312.61452624438294	19.970149253731343	0.5455422949999122	1020	240480	-92.62387287470553	-3.972780388434697
2770.6616990566254	24	-109.14719888430379	-4.498713578396669	54.67099067687217	-21.813975600824996	-336.19054018963783	20.0	0.0	1020	250500	-115.62147541601153	-4.944449337641722
2846.8882553577423	25	-103.52741507084296	-4.356113636660978	53.55639203963162	-25.074494901052226	-377.95593191748435	20.0	0.0	1020	260520	-91.89641719526946	-4.511428211636129
2921.3163118362427	26	-106.01104169359438	-4.435236463688776	57.13723329039817	-19.187029226815167	-364.05883839879476	20.0	0.0	1020	270540	-87.35973132161777	-3.38933527455746
2993.6815445423126	27	-108.50420452044145	-4.386809660535315	61.026175110143804	-24.659411691539415	-378.34440893767203	20.0	0.0	1020	280560	-90.1169369638593	-4.188866461602307
3067.199388027191	28	-101.39250984062569	-4.0638221252330755	53.54701384844318	-25.07129263515555	-300.9002627120206	20.0	0.0	1020	290580	-114.26236507096493	-5.084527148022942
3141.7887632846832	29	-101.76629182311498	-4.178909126903452	52.62440964933054	-18.799179870725634	-301.4582312342457	20.0	0.0	1020	300600	-93.40053750975842	-3.5329442906817285
3214.8147637844086	30	-102.0208144358826	-3.9575864862119077	52.167322276078444	-22.14248292964089	-328.7052940984121	20.0	0.0	1020	310620	-110.4244020927043	-4.229438266017337
3289.21093249321	31	-101.63908725136545	-4.25838853837574	58.15769697131844	-14.552892168814527	-407.22487534985294	20.0	0.0	1020	320640	-104.1066572559694	-4.628138048022865
